"","NO.","url","Coding.combination","Date"
"1424",1557,"http://www.financialexpress.com/news/pachauri-admits-error-but-rules-out-resignation/570968/1","GP, IA1, D5, IT2",2010-01-01
"1425",1558,"http://www.business-standard.com/india/news/pachauri-admits-mistake-in-ipcc-report-rules-out-resignation/21/46/83923/on","GP, IA1, D5, IT2",2010-01-01
"1426",1559,"http://www.thehindu.com/news/national/article93922.ece","GP, IA2, D5, IT2",2010-01-01
"1427",1560,"http://www.thehindubusinessline.in/2010/01/24/stories/2010012451500700.htm","GP, IA2, D5, IT2",2010-01-01
"1428",1561,"http://blogs.timesofindia.indiatimes.com/TheSiegeWithin/entry/save-earth-from-human-nature","GP, IA5, IT9",2010-01-01
"1429",1562,"http://webcache.googleusercontent.com/search?q=cache:izQ_rngVMV4J:timesofindia.indiatimes.com/home/science/Frankenstorm-Mother-of-all-squalls-brewing-in-lab/articleshow/5500473.cms+Frankenstorm:+Mother+of+all+squalls+brewing+in+lab&cd=1&hl=en&ct=clnk&gl=in&source=www.google.co.in","S, A1, T7",2010-01-01
"1430",1563,"http://timesofindia.indiatimes.com/home/science/Ozone-holes-mending-but-thats-bad-news/articleshow/5502804.cms","S, A6, D1, T1",2010-01-01
"1431",1564,"http://webcache.googleusercontent.com/search?q=cache:JQABq_GAo9QJ:timesofindia.indiatimes.com/world/europe/Green-drive-Davos-shows-red-light-to-limos/articleshow/5502824.cms+Green+drive:+Davos+shows+red+light+to+limos&cd=1&hl=en&ct=clnk&gl=in&source=www.google.co.in","BZ, A1, D3, T9",2010-01-01
"1432",1565,"http://webcache.googleusercontent.com/search?q=cache:EaSUsv9PB_8J:timesofindia.indiatimes.com/home/science/From-waste-to-biofuel-Bugs-the-way/articleshow/5511492.cms+From+waste+to+biofuel:+Bugs+the+way&cd=1&hl=en&ct=clnk&gl=in&source=www.google.co.in","S, A1, D1+D2, T4",2010-01-01
"1433",1566,"http://economictimes.indiatimes.com/environment/global-warming/Swiss-glaciers-melting-slower-now-than-in-1940s/articleshow/5407077.cms","S, A1, D1, IT6",2010-01-01
"1434",1567,"http://articles.economictimes.indiatimes.com/2010-01-04/news/27631790_1_green-rating-green-buildings-rating-system","IP, IA1, ID2+ID5, IT6",2010-01-01
"1435",1568,"http://www.financialexpress.com/news/now-green-norms-mandatory-for-new-government-buildings/563238/’","IP, IA1, ID2, IT6",2010-01-01
"1436",1569,"http://www.business-standard.com/india/news/new-government-buildings-to-complygreen-norms/22/40/381716/","IP, IA1, ID2+ID5, IT6",2010-01-01
"1437",1570,"http://www.hindu.com/2010/01/05/stories/2010010561502000.htm","IP, IA1, ID2, IT6",2010-01-01
"1438",1571,"http://articles.economictimes.indiatimes.com/2010-01-04/news/27624701_1_eco-friendly-taj-hotel-tata-motors","BZ, IA2, ID6, IT4",2010-01-01
"1439",1572,"http://articles.timesofindia.indiatimes.com/2010-01-04/india-business/28143422_1_eco-friendly-tata-motors-indica-ev","BZ, IA2, ID6, IT4",2010-01-01
"1440",1573,"http://articles.economictimes.indiatimes.com/2010-01-06/news/28393381_1_iim-c-students-management-calcutta-carbon-footprint","BZ, IA2, ID8, IT4",2010-01-01
"1441",1574,"http://articles.economictimes.indiatimes.com/2010-01-07/news/27573016_1_na-vi-people-greenhouse-gas-emissions-avatar","BZ, IA5, IT10",2010-01-01
"1442",1575,"http://articles.economictimes.indiatimes.com/2010-01-08/news/28464519_1_diesel-engines-clean-diesel-bharat-stage-iv","BZ, IA2, ID6, IT2",2010-01-01
"1443",1576,"http://articles.economictimes.indiatimes.com/2010-01-09/news/28438739_1_xie-zhenhua-emissions-copenhagen-accord","GP, A1, D2, T8",2010-01-01
"1444",1577,"http://articles.economictimes.indiatimes.com/2010-01-11/news/28453150_1_copenhagen-accord-emission-intensity-greenhouse-gas-emissions","GP, IA2, ID2, IT6",2010-01-01
"1445",1578,"http://articles.economictimes.indiatimes.com/2010-01-11/news/28455838_1_solar-energy-solar-mission-solar-power-generation","IP, IA1, ID2, IT4",2010-01-01
"1446",1579,"http://articles.timesofindia.indiatimes.com/2010-01-12/india/28121093_1_solar-mission-solar-energy-combat-climate-change","IP, IA1, ID2, IT4",2010-01-01
"1447",1580,"http://www.business-standard.com/india/news/pm-for-creationsolar-valleys-across-country/13/15/82728/on","IP, IA1, ID2, IT4",2010-01-01
"1448",1581,"http://www.thehindu.com/news/national/article78775.ece","IP, IA2, ID2, IT4",2010-01-01
"1449",1582,"http://www.livemint.com/2010/01/11132016/PM-for-creation-of-Solar-Valle.html","IP, IA2, ID2, IT4",2010-01-01
"1450",1583,"http://economictimes.indiatimes.com/environment/wild-wacky/global-warming-indigestion-may-push-gorillas-monkeys-to-extinction/articleshow/5440786.cms","S, A1, D1, IT7",2010-01-01
"1451",1584,"http://articles.economictimes.indiatimes.com/2010-01-13/news/27595624_1_climate-change-national-action-plan-climate-policy","GP, IA5, IT9",2010-01-01
"1452",1585,"http://articles.economictimes.indiatimes.com/2010-01-13/news/27569472_1_ict-research-labs-bell-labs","BZ, IA2, ID6, IT6",2010-01-01
"1453",1586,"http://economictimes.indiatimes.com/environment/global-warming/major-antarctic-glacier-reached-tipping-point-scientists/articleshow/5448493.cms","S, A1, D1, IT1",2010-01-01
"1454",1587,"http://www.thehindu.com/sci-tech/article80722.ece","S, A1, D1, IT1",2010-01-01
"1455",1588,"http://articles.economictimes.indiatimes.com/2010-01-16/news/27574591_1_copenhagen-climate-iea-green-energy","GP, A5, T2",2010-01-01
"1456",1589,"http://epaper.timesofindia.com/Repository/getFiles.asp?Style=OliveXLib:LowLevelEntityToPrint_ETNEW&Type=text/html&Locale=english-skin-custom&Path=ETD/2010/01/16&ID=Ar00801","GP, A5, T2",2010-01-01
"1457",1590,"http://articles.economictimes.indiatimes.com/2010-01-18/news/28395962_1_emissions-climate-debate-carbon-dioxide-caps","GP, A2, D2, IT8",2010-01-01
"1458",1591,"http://articles.economictimes.indiatimes.com/2010-01-18/news/27606271_1_emissions-copenhagen-european-firms","GP, A5, T9",2010-01-01
"1459",1592,"http://articles.economictimes.indiatimes.com/2010-01-20/news/27632901_1_himalayan-glaciers-climategate-raina-report","GP, IA5, ID1+ID2+ D5, IT9",2010-01-01
"1460",1593,"http://articles.economictimes.indiatimes.com/2010-01-21/news/27599436_1_himalayan-glaciers-ipcc-fourth-assessment-report","GP, IA2, IT9",2010-01-01
"1461",1594,"http://articles.economictimes.indiatimes.com/2010-01-21/news/27616691_1_small-car-auto-expo-r-d","BZ, IA2, ID6, IT4",2010-01-01
"1462",1595,"http://articles.economictimes.indiatimes.com/2010-01-22/news/28483785_1_copenhagen-accord-vulnerable-countries-bali-action-plan","GP, IA2, ID2, IT8",2010-01-01
"1463",1596,"http://webcache.googleusercontent.com/search?q=cache:dX4FPqQ8ZMsJ:articles.economictimes.indiatimes.com/2010-01-22/news/28457689_1_internal-security-nsa-foreign-secretary+%22climate+change%22+OR+%22global+warming%22+OR+%22greenhouse+gas%22+site:http://economictimes.indiatimes.com/&cd=3&hl=en&ct=clnk&gl=in&lr=lang_en&source=www.google.co.in","IP, IA2, IT8",2010-01-01
"1464",1597,"http://articles.economictimes.indiatimes.com/2010-01-25/news/27573763_1_ipcc-climate-panel-climate-change","GP, IA1, DI+D2+D8, IT9",2010-01-01
"1465",1598,"http://articles.economictimes.indiatimes.com/2010-01-25/news/28413754_1_copenhagen-accord-unfccc-process-voluntary-mitigation-actions","GP, IA2, D4+1D2, IT8",2010-01-01
"1466",1599,"http://articles.economictimes.indiatimes.com/2010-01-27/news/28447893_1_ipcc-climate-panel-fourth-assessment-report","GP, IA2, D1+D5, IT2",2010-01-01
"1467",1600,"http://economictimes.indiatimes.com/opinion/policy/renewable-energy-needs-long-term-relief/articleshow/5503080.cms","IP, IA5, IT6",2010-01-01
"1468",1601,"http://articles.economictimes.indiatimes.com/2010-01-28/news/27597014_1_emission-intensity-energy-usage-bg","GP, IA2, IT6",2010-01-01
"1469",1602,"http://economictimes.indiatimes.com/articleshow/5513907.cms","S, A6, T5",2010-01-01
"1470",1603,"http://articles.economictimes.indiatimes.com/2010-01-30/news/27624633_1_himalayan-glaciers-r-k-pachauri-copenhagen-summit","GP, A1, D5+D8, IT9",2010-01-01
"1471",1604,"http://articles.economictimes.indiatimes.com/2010-01-25/news/27579146_1_top-bankers-climate-change-bank-shares","GP, IA2, IT9",2010-01-01
"1472",1605,"http://www.hindustantimes.com/The-concept-of-global-warming/Article1-493684.aspx","S, IA2, IT6",2010-01-01
"1473",1606,"http://www.hindustantimes.com/Politics-of-Climate-change/Article1-493688.aspx","GP, IA2, IT6",2010-01-01
"1474",1607,"http://www.hindustantimes.com/Coal-trips-India-s-electric-car-revolution/Article1-493866.aspx","BZ, IA2, ID8+ID6, IT1",2010-01-01
"1475",1608,"http://www.hindustantimes.com/Don-t-sign-Copenhagen-Accord-NGO/Article1-495320.aspx","GP, IA1, id5+ID2, IT9",2010-01-01
"1476",1609,"http://www.hindustantimes.com/Army-to-use-solar-energy-at-Siachen-glacier/Article1-497713.aspx","BZ, IA2, ID8, IT6",2010-01-01
"1477",1610,"http://www.hindustantimes.com/Himalayan-blunder-indeed-admits-WWF/Article1-499093.aspx","IP, IA2, ID5+ID2+ID3+ID1+D5, IT9",2010-01-01
"1478",1611,"http://www.hindustantimes.com/Change-climate-change/Article1-499474.aspx","S, IA5, ID8+ID1, IT10 ",2010-01-01
"1479",1612,"http://www.hindustantimes.com/Climate-panel-sorry-for-glacier-error/Article1-499947.aspx","GP, IA1, D1, IT6",2010-01-01
"1480",1613,"http://www.hindustantimes.com/Copenhagen-accord-not-legally-binding-Basic-countries/Article1-501441.aspx","GP, IA2, D2+ ID2, IT8",2010-01-01
"1481",1614,"http://www.hindustantimes.com/Tragedy-of-errors/Article1-502386.aspx","GP, IA5, IT2",2010-01-01
"1482",1615,"http://www.hindustantimes.com/NASA-too-got-it-wrong-on-glaciers/Article1-502473.aspx","GP, IA2, ID2, IT9",2010-01-01
"1483",1616,"http://www.hindustantimes.com/US-formally-commits-to-Copenhagen-Accord/Article1-502958.aspx","GP, A1, D2, IT8",2010-01-01
"1484",1617,"http://www.hindustantimes.com/India-conveys-climate-steps-to-UN-excludes-agriculture-sector/Article1-503772.aspx","GP, IA1, D2, IT6",2010-01-01
"1485",1618,"http://www.hindustantimes.com/Busy-IPCC-ignored-erroneous-Himalayan-glaciers-report/Article1-503539.aspx","GP, IA1, D5, IT9",2010-01-01
"1486",1619,"http://www.hindustantimes.com/28-pc-less-emission-by-2020-Obama/Article1-503219.aspx","GP, A1, D2, T6",2010-01-01
"1487",1620,"http://www.hindustantimes.com/Buck-up-India-is-coming-Obama/Article1-502885.aspx","GP, IA2, D2, T6",2010-01-01
"1488",1621,"http://www.hindustantimes.com/SIC-ministers-support-IPCC-despite-Himalayan-blunder/Article1-501320.aspx","GP, IA1, D2+ ID2, IT2",2010-01-01
"1489",1622,"http://www.hindustantimes.com/Misquoted-man-of-the-mountain-feels-the-heat/Article1-501066.aspx","BZ, IA2, ID1 +ID7, IT2 ",2010-01-01
"1490",1623,"http://www.hindustantimes.com/let-the-fight-begin/Article1-499468.aspx","GP, IA5, D2, IT8",2010-01-01
"1491",1624,"http://www.hindustantimes.com/special-news-report/editorial-views-on/The-carbon-bomb/Article1-468947.aspx","GP, IA2,  ID2 + D5 +ID6, IT6",2010-01-01
"1492",1625,"http://www.hindustantimes.com/Himalayan-glaciers-won-t-melt-by-2035/Article1-498686.aspx","GP, IA2, D5+D8 +ID1, IT9",2010-01-01
"1493",1626,"http://www.hindustantimes.com/Whatever-happened-to-global-warming/Article1-495239.aspx","S, A6, D1 +D5, T1",2010-01-01
"1494",1628,"http://www.livemint.com/2010/01/02000041/Kingfisher-in-deals-for-bio-je.html","BZ, IA2, ID6+D8+ID3, IT6",2010-01-01
"1495",1629,"http://www.livemint.com/articles/2010/01/03213254/Nations-made-limited-progress.html?atype=tp","GP, IA2, ID2+D8, IT8",2010-01-01
"1496",1630,"http://www.livemint.com/2010/01/06230308/Meeting-its-carbon-intensity-t.html","IP, IA2, D4, IT6",2010-01-01
"1497",1631,"http://www.livemint.com/2010/01/11212541/Eradicate-India8217s-green.html","GP, IA5, IT9",2010-01-01
"1498",1632,"http://webcache.googleusercontent.com/search?q=cache:vW7yikYcXEoJ:www.livemint.com/2010/01/24222254/PM-says-no-to-31-Jan-climate-d.html+%22climate+change%22+OR+%22global+warming%22+OR+%22greenhouse+gas%22+site:http://www.livemint.com/&cd=1&hl=en&ct=clnk&gl=in&lr=lang_en&source=www.google.co.in","GP, IA1, ID2+D2,  IT9",2010-01-01
"1499",1633,"http://www.livemint.com/2010/01/28204025/Rethinking-Copenhagen.html","GP, IA5, IT3",2010-01-01
"1500",1634,"http://www.livemint.com/2010/01/27203228/There-is-still-climate-change.html","S, IA5, IT2",2010-01-01
"1501",1635,"http://www.livemint.com/2010/01/21140517/Funds-for-climate-change-missi.html","IP, IA2, ID2, IT6",2010-01-01
"1502",1636,"http://www.livemint.com/2010/01/19235225/Climate-panel8217s-glacier.html","GP, IA2, ID1+ID2, D5+D8, IT9",2010-01-01
"1503",1637,"http://www.livemint.com/2009/12/21205145/How-to-manufacture-climate-cha.html?h=D","GP, A6, D1, T9",2010-01-01
"1504",1638,"http://www.livemint.com/2010/01/18203502/Voodoo-science-voodoo-policy.html","GP, 1A5, IT9",2010-01-01
"1505",1639,"http://www.livemint.com/2010/01/23131834/UN-climate-panel-head-says-gla.html","GP, A1, D1, T2",2010-01-01
"1506",1640,"http://www.livemint.com/2009/12/31194237/Notes-from-the-frontier.html","S, A6, IT7",2010-01-01
"1507",1641,"http://www.livemint.com/2010/01/25230945/With-data-policy-govt-aims-fo.html","IP, IA2, ID2, IT6",2010-01-01
"1508",1642,"http://www.livemint.com/2010/01/04234912/Coal-Bolivia-trip-electric-ca.html","BZ, IA2, ID8+ID6, IT1",2010-01-01
"1509",1643,"http://www.livemint.com/2009/12/31193858/The-changing-challenge.html","S, A5, D1, IT1",2010-01-01
"1510",1644,"http://www.livemint.com/2010/01/03200114/Playing-the-multilateral-game.html?atype=tp","GP, IA5, IT6",2010-01-01
"1511",1645,"http://www.livemint.com/2009/01/05093042/Japan-races-to-build-a-zeroem.html","BZ, A1, D6, T4",2010-01-01
"1512",1646,"http://www.indianexpress.com/news/copenhagen-meet-failed-to-satisfy-anyone-pm/562766/","GP, IA2, ID2, IT1",2010-01-01
"1513",1647,"http://www.indianexpress.com/news/chinas-thing-about-numbers/563345/","GP, A6, D2, T8",2010-01-01
"1514",1648,"http://www.indianexpress.com/news/climate-change-worries-tea-growers/563937/","IS, IA2, ID1+ID7, IT1",2010-01-01
"1515",1649,"http://www.indianexpress.com/news/govt-rings-alarm-bells-on-rising-sea-level-off-india-coast/564012/0","IS, IA2, ID2, IT1",2010-01-01
"1516",1650,"http://www.indianexpress.com/news/carbon-credits-punjab-plans-to-set-up-consultancy/564201/0","IP, IA2, ID2+ID6, IT4",2010-01-01
"1517",1651,"http://www.indianexpress.com/news/india-under-pressure-to-accept-legally-binding-pact-at-cancun/722405/0","GP, IA1, ID2, IT8",2010-01-01
"1518",1652,"http://www.indianexpress.com/news/pm-launches-national-solar-mission/566380/","IP, IA2, ID2, IT4",2010-01-01
"1519",1653,"http://www.indianexpress.com/news/mdigurgaon-launches-smart-grid-course/566550/","IP, IA2, IT4",2010-01-01
"1520",1654,"http://www.indianexpress.com/news/building-designs-and-energy-crisis-linked/568497/","IP, IA2, ID8, IT6",2010-01-01
"1521",1655,"http://www.indianexpress.com/news/glacier-melt-date-hot-air-pachauri-faces-the-heat/569081/0","GP, IA2, ID1+ID3+D5, IT6",2010-01-01
"1522",1656,"http://www.indianexpress.com/news/An--Indian-IPCC--on-the-way--Jairam/570786","GP, IA2, ID2, IT9",2010-01-01
"1523",1657,"http://www.indianexpress.com/news/im-not-quitting-says-pachauri/571049/","GP, IA2, D5, IT2",2010-01-01
"1524",1658,"http://www.indianexpress.com/news/basic-countries-wont-let-copenhagen-push-kyoto-away/571339/0","GP, IA2, 1D2, IT4",2010-01-01
"1525",1659,"http://www.indianexpress.com/news/set-the-sun-on-black-carbon/571322/0","S, A5, IT1",2010-01-01
"1526",1660,"http://www.indianexpress.com/news/davos-leaders-ceos-debate-climate-change-moves/573076/0","GP, A1, D4, T1",2010-01-01
"1527",1661,"http://www.indianexpress.com/news/biogas-from-waste-to-produce-cooking-gas-power/572830/0","IP, IA2, ID2, IT1",2010-01-01
"1528",1662,"http://www.indianexpress.com/news/pachauri-did-not-correct-report-despite-bei/573440/","GP, A1, D5+D8, T9",2010-01-01
"1529",1663,"http://www.financialexpress.com/news/column-on-climate-rich-nations-have-to-pay/562213/","GP, A5, T3",2010-01-01
"1530",1664,"http://www.financialexpress.com/news/limited-progress-in-copenhagen;-india-must-not-lag-behind-in-climate-change-initiatives-pm/562846/0","GP, IA2, ID2, IT1",2010-01-01
"1531",1665,"http://www.financialexpress.com/news/great-lakes-institute-of-management-chennai/562814/0","BZ, IA5, IT4",2010-01-01
"1532",1666,"http://www.financialexpress.com/news/new-manual-to-manage-drought-relief-measures/563265/","IP, IA2, ID2, IT6",2010-01-01
"1533",1667,"http://www.financialexpress.com/news/subsealevel-farming-could-improve-rice-output-swaminathan/564666/0","IS, IA2, ID1, IT1",2010-01-01
"1534",1668,"http://www.financialexpress.com/news/energy-security-of-the-clean-kind-will-create-and-retain-manufacturing-jobs/566602/0","GP, IA5, IT1",2010-01-01
"1535",1669,"http://www.financialexpress.com/news/glaciergate-2035/569703/0","GP, IA2, IT9",2010-01-01
"1536",1670,"http://www.financialexpress.com/news/govt-to-set-up-climate-panel/570222/","GP, IA2, ID2, IT9",2010-01-01
"1537",1671,"http://www.financialexpress.com/news/india-calls-for-cooperation-not-competition-with-asean/570214/0","GP, IA2, ID2, IT6",2010-01-01
"1538",1672,"http://www.financialexpress.com/news/green-tech-is-big-biz-not-threat-ramesh/571232/","IP, IA2, ID2, IT8",2010-01-01
"1539",1673,"http://www.financialexpress.com/news/carbon-dioxide-may-not-be-the-real-villain/571159/","IS, IA5, IT5",2010-01-01
"1540",1674,"http://www.financialexpress.com/news/When-BASIC-countries-negotiate-were-one-voice/571224/","GP, IA2, ID2, IT8",2010-01-01
"1541",1675,"http://www.financialexpress.com/news/our-world-was-hotter-1-000-years-ago/572665/","S, A5, IT5 ",2010-01-01
"1542",1676,"http://webcache.googleusercontent.com/search?q=cache:Zn7H9fCCx2YJ:www.businessstandard.com/india/news/chhattisgarh-plans-to-tap-solar-energy-in-bastar/381621/+%22climate+change%22+OR+%22global+warming%22+OR+%22greenhouse+gas%22+site:http://www.businessstandard.com/&cd=2&hl=en&ct=clnk&gl=in&lr=lang_en&source=www.google.co.in","IP, IA2, ID2, IT6",2010-01-01
"1543",1677,"http://www.business-standard.com/india/news/ipcc-clearevidence-for-global-warming/20/24/383709/","S, IA2, ID1+ID5, IT2",2010-01-01
"1544",1678,"http://www.business-standard.com/india/news/deepak-lal-man-made-global-warming/384063/","S, IA5, D5+D2, IT9",2010-01-01
"1545",1679,"http://www.business-standard.com/india/news/are-there-more-ipcc-goof-ups/383717/","GP, IA5, IT2",2010-01-01
"1546",1681,"http://www.business-standard.com/india/news/basic-group-joins-hands-to-shape-copenhagen-ii/09/34/383600/","GP, IA2, ID2+D2, IT8",2010-01-01
"1547",1682,"http://www.business-standard.com/india/news/ipcc-admits-himalayan-blunder/15/24/383237/","GP, IA2, ID1+D1, IT2",2010-01-01
"1548",1683,"http://www.business-standard.com/india/news/adani-power-registers-its-cdm-project-under-unfccc/15/35/383175/","BZ, IA2, IT4",2010-01-01
"1549",1684,"http://www.business-standard.com/india/news/%5Cnegotiations-have-dictated-our-climate-change-moves%5C/382963/","IP, IA2, ID2, IT4 ",2010-01-01
"1550",1685,"http://www.business-standard.com/india/news//kyoto-is-in-intensive-care//382737/","GP, IA2, ID2, IT2",2010-01-01
"1551",1687,"http://www.business-standard.com/india/news/electricity-savings-could-wipe-out-deficit/382278/","IP, IA2, ID2, IT4",2010-01-01
"1552",1688,"http://www.business-standard.com/india/news/india%5Cs-action-plan-under-copenhagen-accord-is-ready-jairam-ramesh/381914/","IP, IA2, ID2, IT1",2010-01-01
"1553",1689,"http://www.business-standard.com/india/news/sunita-narainusus/21/37/383945/","GP, IA5, D2, IT3",2010-01-01
"1554",1690,"http://www.business-standard.com/india/news/us-govt-to-cut-greenhouse-emissions-by-28/21/19/84457/on","GP, A1, D2, T6",2010-01-01
"1555",1691,"http://www.business-standard.com/india/news/solar-mission-goals-may-be-reduced/82652/on","IP, IA1, ID5, ITI",2010-01-01
"1556",1707,"http://www.business-standard.com/india/news/europe-catches-cold-after-climate-talks/15/22/384714/","GP, IA2, B2, C2, (D2+ID2), IT9",2010-02-01
"1557",1717,"http://www.livemint.com/2010/02/08210902/The-need-for-energy-security.html?d=1","BZ, A5, B3, C6, IT6",2010-02-01
"1558",1723,"http://www.hindustantimes.com/rssfeed/newdelhi/This-green-lass-is-a-carbon-footprint-tracker/Article1-508899.aspx","IA2, IB2, IC8, ID7, IT6",2010-02-01
"1559",1724,"http://epaper.livemint.com/Default.aspx?Id=35523456536C57326D38614F742B5052383042576D54764233377774354A72717067376337505839746D773D","IS, IA2, IB6, IC6, ID1, IT6",2010-02-01
"1560",1730,"http://timesofindia.indiatimes.com/india/After-Menon-Shyam-Saran-to-get-MoS-rank/articleshow/5581676.cms","IP, IA2,  IB9, IC1, IT8",2010-02-01
"1561",1731,"http://www.asianage.com/home/top-story/2688-india-likely-to-share-glacier-info-with-china-pak.html","IP, IA2, IB9, IC1, ID1, IT6",2010-02-01
"1562",1732,"http://www.hindu.com/2010/02/17/stories/2010021761362400.htm","IP, IA2, IB1, D5, IT2",2010-02-01
"1563",1733,"http://www.hindustantimes.com/Delhi-set-for-green-Games--ecological-code-unveiled/H1-Article1-509960.aspx","IP, IA2, IB1, IC1, ID2, IT4",2010-02-01
"1564",1734,"http://www.hindustantimes.com/rssfeed/india/IPCC-plays-safe-turns-to-governments-A-rebuttal/Article1-510018.aspx","GP+ IA5, IB2, C7, IT2",2010-02-01
"1565",1735,"http://online.wsj.com/article/SB10001424052748704804204575069723794293584.html","GP+ A6, B1, C1 +C6, D5 +D8, T5",2010-02-01
"1566",1736,"http://www.business-standard.com/india/news/nitin-desai-copinguncertainty/386059/","BZ, IA5, IB2, IT2, C7",2010-02-01
"1567",1737,"http://www.nytimes.com/2010/02/17/opinion/17friedman.html","GP, A6, C2, C1+C7, T1",2010-02-01
"1568",1738,"http://www.hindu.com/2010/02/18/stories/2010021863470400.htm","IP, IA2, IB1, IT6, IC1, ID2",2010-02-01
"1569",1739,"http://www.thehindu.com/2010/02/18/stories/2010021857920800.htm","IP IA2, IB1, IC6, ID1+ID2+ID5, IT1",2010-02-01
"1570",1740,"http://www.thehindu.com/2010/02/18/stories/2010021852081100.htm","GP, A6, IB1, C1, D5, TI",2010-02-01
"1571",1741,"http://www.hindu.com/2010/02/18/stories/2010021852151400.htm","GP, A6, B1, C1, D5+D6, T1",2010-02-01
"1572",1742,"http://www.hindu.com/seta/2010/02/18/stories/2010021850011500.htm","GP, A6, B1, C7, D1, T2",2010-02-01
"1573",1743,"http://www.hindu.com/2010/02/18/stories/2010021861841300.htm","IP, IA2, IB1, D4, IC6, IT6",2010-02-01
"1574",1744,"http://economictimes.indiatimes.com/news/politics/nation/India-weighs-costs-before-embracing/articleshow/5586034.cms","GP, IA2, IB9, IC1, D2+ID2, IT8",2010-02-01
"1575",1745,"http://livemint.com/2010/02/18225450/Copenhagen-accord-comes-under.html?d=2","GP, IA2, IB2, C2, ID2+ID5, IT8",2010-02-01
"1576",1746,"http://www.livemint.com/2010/02/18225509/UN-climate-chief-to-quit-join.html?d=2","GP, A1, B1, D4, C2, T6",2010-02-01
"1577",1747,"http://timesofindia.indiatimes.com/india/Biased-UN-climate-panel-chief-resigns-/articleshow/5589523.cms","GP, IA2, IB1, C2, IT8",2010-02-01
"1578",1748,"http://www.business-standard.com/india/news/chewingcud-could-sinkplanet/386175/","S, IA2, IB2, C2+C7, D4+D5, IT6",2010-02-01
"1579",1749,"http://economictimes.indiatimes.com/news/economy/indicators/India-gets-ready-to-confront-EU-on-impending-carbon-tax/articleshow/5589985.cms","IP, IA2, IB1, IC1, ID2, IT9",2010-02-01
"1580",1750,"http://economictimes.indiatimes.com/news/news-by-industry/energy/power/LT-plans-big-play-in-wind-hydro-power-generation/articleshow/5590100.cms","BZ, IA2, IB8, IC5, ID6, IT6",2010-02-01
"1581",1753,"http://www.asianage.com/index.php?option=com_content&view=article&id=3330:after-saran-top-climate-negotiator-to-quit-too&catid=34:top-story&Itemid=59","IP, IA2, IB1, IC1, ID2, IT9",2010-02-01
"1582",1765,"http://economictimes.indiatimes.com/news/politics/nation/Realise-disadvantages-of-inaction-says-Pachauri/articleshow/5605459.cms","GP, IA2, D5, IT1",2010-02-01
"1583",1766,"http://timesofindia.indiatimes.com/home/environment/flora-fauna/Sunderbans-will-drown-in-60-yrs-WWF/articleshow/5605021.cms","IS, IA2, ID5, IT7",2010-02-01
"1584",1767,"http://timesofindia.indiatimes.com/india/Post-Saran-new-climate-team-will-reveal-PMs-tilt/articleshow/5604522.cms","IP, IA2, IT8",2010-02-01
"1585",1768,"http://timesofindia.indiatimes.com/home/opinion/edit-page/Why-Cop-Out-Now/articleshow/5604182.cms","IP, IA2, IT3",2010-02-01
"1586",1769,"http://www.business-standard.com/india/news/pm%5Cs-panel-wants-discussion-climate-change-in-parliament/386571/","IP, IA2, ID2, IT8",2010-02-01
"1587",1770,"http://www.business-standard.com/india/storypage.php?autono=386568","GP, IA2, ID2, IT2",2010-02-01
"1588",1771,"http://www.telegraphindia.com/1100223/jsp/opinion/story_12136841.jsp","IP, IA5, D2, IT9",2010-02-01
"1589",1772,"http://www.hindu.com/yw/2010/02/23/stories/2010022350620300.htm","GP, IA2, IT6",2010-02-01
"1590",1773,"http://beta.thehindu.com/news/national/article112386.ece","IP, IA2, ID5, IT9",2010-02-01
"1591",1774,"http://beta.thehindu.com/news/national/article112312.ece","GP, IA2, D2, IT9",2010-02-01
"1592",1775,"http://www.thehindubusinessline.com/2010/02/24/stories/2010022453131900.htm","BZ, IA2, D6, IT6",2010-02-01
"1593",1776,"http://www.business-standard.com/india/news/nmeee-may-get-cabinet-nod-inmonth%5Cs-time/86544/on","IP, IA1, IT6 ",2010-02-01
"1594",1777,"http://economictimes.indiatimes.com/news/news-by-industry/et-cetera/Climate-change-clear-and-present-danger-ignore-skeptics-Ban-Ki-moon/articleshow/5614002.cms","GP, IA1, D4, IT2",2010-02-01
"1595",1778,"http://economictimes.indiatimes.com/news/politics/nation/Ministers-boss-not-babu/articleshow/5613818.cms","IP, IA2, ID2, IT8",2010-02-01
"1596",1779,"http://www.hindustantimes.com/There-were-differences-with-Saran/H1-Article1-512597.aspx","IP, IA2, ID2, IT8",2010-02-01
"1597",1780,"http://www.hindu.com/2010/02/25/stories/2010022561001200.htm","IP, IA2, ID2, IT2",2010-02-01
"1598",1781,"http://timesofindia.indiatimes.com/india/Ramesh-admits-differences-with-Saran/articleshow/5612385.cms","IP, IA1, ID2, IT2",2010-02-01
"1599",1782,"http://www.hindustantimes.com/rssfeed/newdelhi/Joining-hands-to-make-a-green-difference/Article1-512557.aspx","BZ, IA2, ID8, IT6",2010-02-01
"1600",1783,"http://timesofindia.indiatimes.com/india/Did-Saran-quit-over-extent-of-dilution-/articleshow/5616609.cms","GP, IA2, ID2, IT2",2010-02-01
"1601",1784,"http://www.hindustantimes.com/China-no-to-emission-caps/H1-Article1-512982.aspx","GP, A1, D2, T2",2010-02-01
