link_works,repeat,date,Month,Year,Publications,Source,author,City,headline,content,Link,url,theme,theme2,oldtheme,oldtheme2,oldtheme3,impact location if intl,source of the reports,Source of news-gathering,News Initiating body,,,Passive,Types of talking heads,,,TONE,"sub-national policies or impacts (state, city, ecosystem)",name,equity & justice/ burden sharing,problem or the ask,,,temp ambition,Mit or Adpt,default adaptation (communities adaptive approaches) or maladaptation (poor devp choiceS),NAPCC/SAPCC,CO-BENEFITS,IPCC AR5,"COP number (about or around specific cop),COP(in general)","NON-COP CONVENTIONS (G20, BASIC meet, Montreal protocol)",fulltext,RS/LS
,,2,Oct,2012,ET,PTI,,New Delhi,Government planning two 'smart' cities in each state,"NEW DELHI: Government is planning to develop two ""smart"" cities with a host of modern features like intelligent transport and carbon neutral status in each of the states in the second phase of the Jawaharlal Nehru National Urban Renewal mission.",http://economictimes.indiatimes.com/news/economy/infrastructure/govt-planning-two-smart-cities-in-each-state/articleshow/16640095.cms,http://economictimes.indiatimes.com/news/economy/infrastructure/govt-planning-two-smart-cities-in-each-state/articleshow/16640095.cms,IPL,,IPL,,,IND,IA1,IB1,IC1,C3,Urban min + Austrian Institute of Technology,,ID2,,,IT6,CY,small cities,,,,,,Mit,,,,,,,,
No link,,2,Oct,2012,TOI,REUTERs,,Washington,UN climate chief urges greater ambition in Doha,"Washington, Reuters : The UN climate chief said Monday that countries have not backed off what they had agreed in climate talks in Durban last year but said current actions and pledges are not enough to avert a dangerous rise in global temperatures. Speaking at the Carbon Forum North America in Washington, UNFCCC executive secretary Christiana Figueres said although both developing and developed countries are making ""good progress in the right direction"" toward a legal agreement, current global efforts are insufficient.",,:,GPT,,GP,,,ACDC,A1,B3,C2,,"Carbon Forum North America, FIGURES",,D4,,,T2,,,BP,CBDR,USCHIN,INOB,NO2,,,,,,COP,Carbon Forum North America,"WASHINGTON, Oct 2 (Reuters Point Carbon) - The UN climate chief said Monday that countries had not backed off what they had agreed on climate talks in Durban last year but said current actions and pledges are not enough to avert a dangerous rise in global temperatures .
 
 Speaking at the Carbon Forum North America in Washington, UNFCCC Executive Secretary Christiana Figueres said both developing and developing countries are making ""good progress in the right direction"" toward a legal agreement, current global efforts are insufficient.
 
 ""We are increasing the scope and coverage of emissions and also increasing the legal nature of those reductions because we are going from voluntary pledges to a legally based agreement,"" Figueres told a press conference on the sidelines of the conference.
 
 ""However, even if that goes to effect, the fact is that all of those efforts actually represent 60 percent of the global effort that needs to be made if we are to keep up to 2 degree (global temperature) rise,"" she added, referring to the threshold scientists have said it would stave off dangerous climate change.
 
 Last year, negotiators in Durban agreed to formalize a new legally binding emission reduction agreement by 2015, which would go into force by 2020 in which both rich and poor countries would participate.
 
 Figueres said that despite some reports after Durban that some major emerging economies, such as China and India, have backtracked on accepting a legally binding agreement, it does not see any moving-away from where Durban left us. ""
 
 ""No comments I have heard after Durban surprise me or concern me I am really very grateful that the countries are taking the Durban text very seriously,"" she said.
 
 The climate chief said that the Durban Platform, like other internationally negotiated texts, was left ""creatively ambiguous"" to serve as a starting point for the next round of negotiating.
 
 That said that one principle that will play a role in the new agreement would be the concept of ""common but differentiated responsibilities (CBRD),"" a line between developing and developed countries drawn in 1992 that enabled countries such as Brazil and China to escape mandatory carbon cuts.
 
 Brazil's climate change negotiator told Reuters last week that his country and fellow emerging economies China, India and South Africa, that a new climate agreement must contain the principle, which the US has said created an unwelcome ""firewall"" between developed and developing countries.
 
 ""What is important? Is while recognizing the (rich countries) clear responsibility we also need to move forward,"" Figueres said, adding that CBRD will remain a principle but will be joined with a new concept of ensuring that all countries have equitable access to sustainable development.
 
 It said the US, the world's second biggest greenhouse gas emitter after China, needs to increase its current target to emissions emissions 17 percent below 2005 levels by 2020, and risks falling behind developing countries.
 
 ""This is an enormous opportunity to the United States, and particularly to the United States manufacturing industries, if they do not take advantage of the opportunities that are given to them with the explosion in green technologies that could be one very important way for the United States to move out of its fiscal cliff, ""Figueres said.",
,,2,Oct,2012,TOI,PTI,,,Great Barrier Reef coral halved in 27 years: Study,"PTI: The coral cover of Australia's Great Barrier Reef, a World Heritage Site, has halved over the past 27 years due to cyclones, poisonous starfish and bleaching linked to climate change, a new study has found. Researchers at Australian Institute of Marine Science in Townsville have found the loss of coral was caused mainly due cyclones and crown-of-thorns starfish.",http://articles.timesofindia.indiatimes.com/2012-10-02/global-warming/34217280_1_largest-coral-reef-system-crown-of-thorns-starfish-cooktown,http://articles.timesofindia.indiatimes.com/2012-10-02/global-warming/34217280_1_largest-coral-reef-system-crown-of-thorns-starfish-cooktown,GS,,S,,,AC,IA1,B4,C6,,Australian Institute of Marine Science,,D5,,,,,,,,,,,,,,,,,,,
,extra,2,Oct,2012,DNA,PTI,,Porbandar,Gandhi's ideals offer solutions to global warming: Narendra Modi,"Porbandar, PTI: Ideals of Mahatma Gandhi offer solution to overcome various universal issues including global warming, Gujarat Chief Minister Narendra Modi said on the occasion of the 143rd birth anniversary of Father of the Nation at his birth place here.",http://www.dnaindia.com/india/report_gandhi-s-ideals-offer-solutions-to-global-warming-narendra-modi_1748086,http://www.dnaindia.com/india/report_gandhi-s-ideals-offer-solutions-to-global-warming-narendra-modi_1748086,ITD,,TD,,,IND,IA1,IB1,IC1,,Modi,,ID2,,,IT6,,,,,,,,,,,,,,,,
,repeat,2,Oct,2012,ET,PTI,,Porbandar,Gandhi's ideals offer solutions to global warming: Narendra Modi,"Porbandar, PTI: Ideals of Mahatma Gandhi offer solution to overcome various universal issues including global warming, Gujarat Chief Minister Narendra Modi said on the occasion of the 143rd birth anniversary of Father of the Nation at his birth place here.",http://economictimes.indiatimes.com/news/politics/nation/mahatma-gandhis-ideals-offer-solutions-to-global-warming-narendra-modi/articleshow/16644655.cms,http://economictimes.indiatimes.com/news/politics/nation/mahatma-gandhis-ideals-offer-solutions-to-global-warming-narendra-modi/articleshow/16644655.cms,ITD,,TD,,,IND,IA1,IB1,IC1,,Modi,,ID2,,,IT6,,,,,,,,,,,,,,,,
,,16,Oct,2012,HBL,PTI,,Washington,"World matched record for hottest September, again","WASHINGTON: The world last month matched a record for the hottest September, and some scientists point to global warming as a cause. PTI.",http://www.thehindubusinessline.com/news/science/world-matched-record-for-hottest-september-again/article4001689.ece,http://www.thehindubusinessline.com/news/science/world-matched-record-for-hottest-september-again/article4001689.ece,GS,DKS,S,,,AC,IA1,B6,C6,,niversity of Victoria climate scientist,,D5,D1,,T2,,,,,,,,,,,,,,,,
NO LINK,,17,Oct,2012,TOI,Reuters,,Washington,Computer models of Earth's climate change confirmed on Mars,"WASHINGTON: Computer models have accurately forecast conditions on Mars and are valid predictors of climate change on Earth, US and French astronomers said on Tuesday. These computer programs predicted Martian glaciers and other features on Earth's planetary neighbor, scientists found. Reuters.",http://timesofindia.indiatimes.com/home/science/Computer-models-of-Earths-climate-change-confirmed-on-Mars/articleshow/16847888.cms,http://timesofindia.indiatimes.com/home/science/Computer-models-of-Earths-climate-change-confirmed-on-Mars/articleshow/16847888.cms,GS,DKS,S,,,AC,A1,B1,C6,,Planetary Science Institute,,D5,,,T2,,,,,,,,,,,,,,,"WASHINGTON, Oct 16 (Reuters) - Computer models have accurately forecast conditions on Mars and are valid predictors of climate change on Earth, U.S. and French astronomers said on Tuesday.
 
 These computer programs predicted Martian glaciers and other features on Earthâ€™s planetary neighbor, scientists found.
 
 â€œSome public figures imply that modeling of global climate change on Earth is â€˜junk science,â€™ but if climate models can explain features observed on other planets, then the models must have at least some validity,â€ù lead researcher William Hartmann of the Planetary Science Institute said in a statement.
 
 
 
 
 
 The teamâ€™s findings were presented at the annual meeting of the American Astronomical Societyâ€™s planetary sciences division in Reno, Nevada.
 
 Some climate change skeptics, notably U.S. Senator James Inhofe, an Oklahoma Republican, dismiss human-spurred global warming as a hoax. Others accept that Earthâ€™s climate is changing, but discount a human cause. Still others, including Republican presidential nominee Mitt Romney, accept the idea of climate change, but maintain the science is inconclusive.
 
 The science of climate change prediction is dependent in part on complex computer models that take into account multiple factors that influence Earthâ€™s climate, including the level of carbon dioxide and other greenhouse gases in the atmosphere.
 
 Many such models have forecast the globally averaged temperature will rise by 3.6 degrees F (2 degrees C) this century if greenhouse emissions continue at current levels.
 
 Recent global temperature increases support these predictions. On Monday, the U.S. National Oceanic and Atmospheric Administration reported that September 2012 was tied for the warmest month on Earth in the modern record, and was the 331st consecutive month above the 20th century average.
 
 MODELING MARTIAN SNOWS
 Hartmann, a senior scientist at the nonprofit Planetary Science Institute in Tucson, Arizona, said he and his team confirmed the earthly computer modelsâ€™ effectiveness by using them to forecast conditions on Mars.
 
 New satellite observations of glaciers, ice flows and other features on the red planet showed that the modelsâ€™ predictions corresponded with what was on the Martian surface, Hartmann said in a telephone interview.
 
 One key difference between Earth and Mars is their tilt, he said. Earthâ€™s axis is fixed, with very small variations, at 23.5 degrees, held steady by the gravitational pull of our moon. This tilt is responsible for changing seasons as Earth moves through the year, alternately tipping its northern and southern hemispheres toward the sun.
 
 Mars lacks a big moon to stabilize its tilt, and its rotational axis can vary as much as 70 degrees toward the sun. When that happens, polar ice evaporates and puts moisture into the Martian atmosphere, which dumps snow, ice and ultimately glaciers in Marsâ€™ mid-latitudes. The last time this happened, astronomers say, was between 5 million and 20 million years ago.
 
 Factoring in the planetâ€™s varying tilt, topography, atmosphere and other information, the climate models forecast specific regions for massive snowfalls, and the remnants of those snowfalls are right there, Hartmann said. So are ice flows and other features, viewed by NASAâ€™s Mars Reconnaissance Orbiter.
 
 â€œWe do have a lot of public figures, in our country particularly, saying that the global climate modeling studies have very little value,â€ù Hartmann said. â€œIf the global climate modeling people can run these models on Mars and we actually see things that come out of the model on another planet, then the climate modeling people must be doing something right.â€ù",
,,18,Oct,2012,TOI,No byline,,Hyderabad,Rich nations refuse to commit money to conserve biodiversity,"HYDERABAD: A day after PM Manmohan Singh kick-started the 'Hyderabad Pledge' by announcing $50 million for biodiversity conservation, the developed countries remained reluctant to commit money under the Convention on Biodiversity at the ongoing meeting. TNN.",http://timesofindia.indiatimes.com/home/environment/developmental-issues/Rich-nations-refuse-to-commit-money-to-conserve-biodiversity/articleshow/16857693.cms,http://timesofindia.indiatimes.com/home/environment/developmental-issues/Rich-nations-refuse-to-commit-money-to-conserve-biodiversity/articleshow/16857693.cms,GPT,,GP,,,ACDC,IA2,B3,IC1,C2,CBD,,ID2,,,IT8,,,BP,POL,FIN,,,,,,,,,Convention on Biodiversity at the ongoing meeting.,,
,,30,Oct,2012,DH,Editorial,,,Natureâ€™s wrath,"The trail of destruction left behind by â€˜super-storm Sandy,â€™ one of the largest storms ever to hit the east coast of the United States, underscores our immense vulnerability to Natureâ€™s Fury.",http://www.deccanherald.com/content/288976/natures-wrath.html,http://www.deccanherald.com/content/288976/natures-wrath.html,GS,,GS,,,US,IA4,B5,IC10,,,,,,,IT1,,,,,,,,Adpt,,,,,,,,
,,30,Oct,2012,MNT,AFP,"Richard Ingham, Mariette Le Roux",,Asiaâ€™s megacities badly exposed to superstorms,"According to a study, Kolkata followed by Mumbai and Dhaka are most in danger of coastal flooding. Richard Ingham and Mariette Le Roux.",http://www.livemint.com/Politics/XkDN0zBDGYRncpsFvF5uEN/Asias-megacities-badly-exposed-to-superstorms.html,http://www.livemint.com/Politics/XkDN0zBDGYRncpsFvF5uEN/Asias-megacities-badly-exposed-to-superstorms.html,GS,,GS,,,GLO,A1,B5,C2,C6,"Grantham, Tyndal, OECD",,D5,D4,,T1,,,,,,,,,,,,,,,,
,,30,Oct,2012,HBL,Reporter,M. Ramesh,Chennai,Document procedures hampering CDM project registration: FICCI,"CHENNAI: Till June 2012, as many as 2,355 CDM projects of Indian companies (projects that are eligible for tradable certified emission reduction credits under the â€˜clean development mechanismâ€™) were approved. Yet, only 860 of them got registered. A recent study of the Federation of Indian Chambers of Commerce and Industry (FICCI), which did a survey on why only a third of the approved projects got registered, found out that too much of procedure and financing issues were key hurdles. .",http://www.thehindubusinessline.com/industry-and-economy/document-procedures-hampering-cdm-project-registration-ficci/article4047549.ece,http://www.thehindubusinessline.com/industry-and-economy/document-procedures-hampering-cdm-project-registration-ficci/article4047549.ece,ICM,,BZ,,,IND,IA2,IB8,IC6,IC5,FICCI REPORT,,ID5,,,IT8,,,,,,,,mit,,,,,,,,
no link,,2,Nov,2012,TOI,NYT,Justin Gillis,,Man-induced global warming brewed superstorm?,"NYT News Service: From the darkened living rooms of Lower Manhattan to the wave-battered shores of Lake Michigan, the question is occurring to millions of people at once: Did the enormous scale and damage from Hurricane Sandy have anything to do with climate change? Hesitantly, climate scientists offered an answer this week that is likely to satisfy no one, themselves included. They simply do not know for sure if the storm was caused or made worse by human-induced global warming. They do know, however, that the resulting storm surge along the Atlantic coast was almost certainly intensified by decades of sea-level rise linked to human emissions of greenhouse gases.",http://timesofindia.indiatimes.com/home/environment/global-warming/Man-induced-global-warming-brewed-superstorm/articleshow/17056852.cms,http://timesofindia.indiatimes.com/home/environment/global-warming/Man-induced-global-warming-brewed-superstorm/articleshow/17056852.cms,GS,,S,,,US,A6,B6,C6,,Sandy and climate change,D5,D1,,,T1,,,,,,,,,,,,,,,"The Jury Is Out But Experts Say â€˜Sandyâ€™ Should Be Seen As A Foretaste Of Trouble To Come As Seas Rise
 Justin Gillis 
 
 
 From the darkened living rooms of Lower Manhattan to the wave-battered shores of Lake Michigan, the question is occurring to millions of people at once: Did the enormous scale and damage from Hurricane Sandy have anything to do with climate change? 
 Hesitantly, climate scientists offered an answer this week that is likely to satisfy no one, themselves included. They simply do not know for sure if the storm was caused or made worse by human-induced global warming. 
 They do know, however, that the resulting storm surge along the Atlantic coast was almost certainly intensified by decades of sea-level rise linked to human emissions of greenhouse gases. 
 And they emphasized that hurricane Sandy, whatever its causes, should be seen as a foretaste of trouble to come as the seas rise faster, the risks of climate change accumulate and the political system fails to respond. 
 â€œWeâ€™re changing the environment â€” itâ€™s very clear,â€ù said Thomas R Knutson, a research meteorologist with the governmentâ€™s Geophysical Fluid Dynamics Laboratory in Princeton, New Jersey. 
 By the time hurricane Sandy hit the Northeast coast on Monday, it had become a freakish hybrid of a large, late-season hurricane and a winter storm more typical of the middle latitudes. Though by no means unprecedented, that type of hybrid storm is rare enough that scientists have not studied whether it is likely to become more common in a warming climate. 
 â€œMy profession hasnâ€™t done its homework,â€ù said Kerry A Emanuel, a climate scientist at the Massachusetts Institute of Technology. â€œI think thereâ€™s going to be a tonne of papers that come out of this, but itâ€™s going to take a couple of years.â€ù 
 Hurricanes draw their energy from warm waters in the top layer of the ocean. And scientists pointed out this week that parts of the western Atlantic were remarkably warm for late October. 
 Kevin E Trenberth, a scientist with the National Center for Atmospheric Research in Boulder, Colorado, said that natural variability probably accounted for most of that temperature extreme. 
 But, he added, human-induced global warming has raised the overall temperature of the ocean surface by about one degree Fahrenheit since the 1970s. So global warming probably contributed a notable fraction of the energy on which the storm thrived â€” maybe as much as 10%, he said. 
 He further said that many of Sandyâ€™s odd features, including its large scale, derived from its origin as a merger of two weather systems that converged in the western Atlantic. â€œMy view is that a lot of this is chance.â€ù 
 Globally, the ocean rose about eight inches in the last century, and the rate seems to have accelerated to about a foot and scientists say most of the rise is a direct consequence of human-induced climate change. NYT NEWS SERVICE",
no link,,2,Nov,2012,TOI,AP,,Washington,"New York mayor Michael Bloomberg endorses Obama, cites climate change","AP, Washington: New York Mayor Michael Bloomberg on Thursday backed President Barack Obama for re-election, saying the incumbent Democrat will bring leadership that is critically needed to fight climate change after the East Coast devastation wrought by superstorm Sandy.",http://timesofindia.indiatimes.com/world/us/New-York-mayor-Michael-Bloomberg-endorses-Obama-cites-climate-change/articleshow/17055129.cms,http://timesofindia.indiatimes.com/world/us/New-York-mayor-Michael-Bloomberg-endorses-Obama-cites-climate-change/articleshow/17055129.cms,GPT,,GP,,,US,A1,B1,C1,,Bloomberg endorses Obama,,D2,,,T6,,,,,,,,Mit,,,,,,,,
,Repeat,2,Nov,2012,BS,PTI,,Washington,New York Mayor and Star Bucks CEO endorses Obama,"In a surprise development New York Mayor Michael Bloomberg has endorsed US President Barack Obama for his re-election.
 
 Obama is pitched against Mitt Romney, the Republican presidential candidate, for the November 6 elections; which according to political analysts is a very close race.",http://www.business-standard.com/india/news/new-york-mayorstar-bucks-ceo-endorses-obama/194088/on,http://www.business-standard.com/india/news/new-york-mayorstar-bucks-ceo-endorses-obama/194088/on,GPT,,GP,,,US,A1,B1,C1,,Bloomberg endorses Obama,,D2,,,T6,,,,,,,,Mit,,,,,,,"WASHINGTON -- New York Mayor Michael Bloomberg on Thursday backed President Barack Obama over Republican Mitt Romney, saying the incumbent Democrat will bring leadership that is critically needed to fight climate change after the East Coast devastation wrought by Hurricane Sandy.
 
 The endorsement from the politically independent and popular third-term mayor was a major boost for Obama, who is spending the campaign's final days trying to win over independent voters whose voices will be critical in determining who wins Tuesday's election.
 
 Both candidates had eagerly sought the nod from Bloomberg, who didn't endorse a presidential candidate in 2008.
 
 As New York continued to pick up the pieces after the superstorm devastated parts of the city this week, Bloomberg said Sandy had made the stakes of the election even clearer. He said the climate is changing and that Obama has taken major steps in the right direction.
 
 ""We need leadership from the White House, and over the past four years, President Barack Obama has taken major steps to reduce our carbon consumption,"" Bloomberg wrote in an online opinion piece, citing higher fuel-efficiency standards for vehicles and stricter controls on mercury emissions.
 
 A billionaire businessman and former Republican, Bloomberg praised Romney as a good man who would bring valuable business experience to the White House. But he said Romney had reversed course on a number of important issues, including immigration, health care and abortion.
 
 ""If the 1994 or 2003 version of Mitt Romney were running for president, I may well have voted for him because, like so many other independents, I have found the past four years to be, in a word, disappointing,"" Bloomberg wrote.
 
 Obama issued a statement welcoming the endorsement and pledging to continue to stand with New York in its time of need.
 
 ""While we may not agree on every issue, Mayor Bloomberg and I agree on the most important issues of our time -- that the key to a strong economy is investing in the skills and education of our people, that immigration reform is essential to an open and dynamic democracy, and that climate change is a threat to our children's future, and we owe it to them to do something about it,"" Obama said.",
,,2,Nov,2012,HDU,AP,,,Storm leads to call for New York sea barrier,"AP, Washington: New York Mayor Michael Bloomberg on Thursday backed President Barack Obama for re-election, saying the incumbent Democrat will bring leadership that is critically needed to fight climate change after the East Coast devastation wrought by superstorm Sandy.",http://www.thehindu.com/opinion/op-ed/storm-leads-to-call-for-new-york-sea-barrier/article4055381.ece,http://www.thehindu.com/opinion/op-ed/storm-leads-to-call-for-new-york-sea-barrier/article4055381.ece,GPL,,GP,,,US,A1,B2,C6,,New York sea barrier,,D5,,,T1,,,,,,,,ADPT,,,,,,,,
,,16,Nov,2012,HDU,Reporter,Y. Mallikarjun,Hyderabad,Ocean warming contributing hugely to sea-level rise,"A large component -- about 50 per cent -- of sea-level rise over the past half a century has been driven by the warming of oceans which are absorbing at least 30 per cent of CO2 emissions from the atmosphere, according to leading oceanographer Susan Wijfells. Y. Mallikarjun.",http://www.thehindu.com/news/national/andhra-pradesh/ocean-warming-contributing-hugely-to-sealevel-rise/article4099125.ece,http://www.thehindu.com/news/national/andhra-pradesh/ocean-warming-contributing-hugely-to-sealevel-rise/article4099125.ece,IS,,IS,,,IND,IA2,IB4,IC6,,International Argo Steering Team (IAST),,ID5,,,IT6,,,,,,,,,,,,,,,,
,,16,Nov,2012,HDU,Reporter,Aloysius Xavier Lopez,Chennai,Cityâ€™s favourite grocery goes green,"CHENNAI: Koyambedu market, the cityâ€™s retail hub for fruits, vegetables and flowers, has now been declared a green complex. This is part of an initiative towards marking the cityâ€™s commitment to challenging global warming and climate change. Authorities also hope it will help counter allegations of the decrease in tree cover in the city because of the metro rail construction â€” most of the market complexâ€™s land has been handed over to Chennai Metro Rail Ltd., for construction work in the area. Aloysius Xavier Lopez.",http://www.thehindu.com/news/cities/chennai/citys-favourite-grocery-goes-green/article4099110.ece,http://www.thehindu.com/news/cities/chennai/citys-favourite-grocery-goes-green/article4099110.ece,IPL,,IP,,,IND,IA2,IB1,IC1,,Chennai Metropolitan Development Authority (CMDA),,ID2,,,IT4,CY,Chennai,,,,,,M&A,,,,,,,,
,,16,Nov,2012,HDU,AP,,,Gulf nations go green,"With massive steel Sidra trees sprouting from the base of the building and a nine meter high sculpture of a spider in the lobby protecting a sack of grey and white eggs, Qatar National Convention Center is hard to ignore. But itâ€™s what most visitors donâ€™t see that may become the buildingâ€™s lasting legacy in a region far better known for over-the-top excesses than conservation.",http://www.thehindu.com/features/homes-and-gardens/Gulf-nations-go-green/article12438018.ece,http://www.thehindu.com/features/homes-and-gardens/Gulf-nations-go-green/article12438018.ece,GPL,,GP,,,AC,A1,B8,C1,,Qatar National Convention Center,,D6,,,T6,,,,,,,,Mit,,,,,,,,
no link,Extra,16,Nov,2012,IE,PTI,,Dhaka,"Kolkata, Mumbai in top 10 climate change risk cities","DHAKA: Bangladeshi capital Dhaka has topped a global list of cities facing the highest climate change risks in the coming decades, while Indian metropolis Kolkata is ranked seventh, Mumbai eighth and Delhi at 20th.",,:,GS,,S,,,ACDC,IA1,B1,C6,,"Maplecroft, specialising in risk analysis,",,D5,,,T6,,,,,,,,,,,,,,,"DHAKA, NOV. 16: 
 Bangladeshi capital Dhaka has topped a global list of cities facing the highest climate change risks in the coming decades, while Indian metropolis Kolkata is ranked seventh, Mumbai eighth and Delhi at 20th.
 
 Manila, the capital city of The Philippines, was ranked second in the British risk consultancy Maplecroftâ€™s fifth annual â€œClimate Change and Environmental Risk Atlas 2013,â€ù while Bangkok, Yangon, Jakarta and Ho Chi Minh City came third, fourth, fifth and sixth respectively.
 
 Chicago, London, St Petersburg, Paris and Madrid are the only five cities classified as â€œlow riskâ€œ.
 
 Dhaka came top in the ranking of 50 cities by Maplecroft, specialising in risk analysis, as the changing temperatures and weather systems are forecast to take hold in the country in the coming decades.
 
 Maplecroftâ€™s Climate Change Vulnerability Index (CCVI) classifies seven cities as â€œextreme risk,â€ù out of a list of 50 that were chosen for their current and future importance in global business, Daily Star newspaper reported today.
 
 The CCVI looks at exposure to extreme weather events such as drought, cyclones, wildfires and storm surges, which translate into water stress, loss of crops and land lost to the sea.
 
 With a strong economic growth of above 5 per cent forecast for countries such as the Philippines, Vietnam, Indonesia and India in the next few years, the relevance of climate change to populations and business in the major commercial centres should not be underplayed, according to Maplecroft.
 
 The firm said extreme risk cities may see an increase in frequency and severity of key hydrological and meteorological events.
 
 Other cities classed as â€œhigh riskâ€ù in the CCVI are Lagos, Nigeria (10); Johannesburg, South Africa (13); Rio de Janeiro, Brazil (21); and Hong Kong (14), Guangzhou (18), Shenzhen (19), Wuhan (23) and Shanghai (24), China.
 
 New York, which took the full brunt of Superstorm Sandy, is ranked 41 of the 50 cities. Maplecroft is a global risk and strategy consulting firm based in Bath, the UK.",
,Repeat,16,Nov,2012,HBL,PTI,,Dhaka,"Kolkata, Mumbai in top 10 climate change risk cities","DHAKA: Bangladeshi capital Dhaka has topped a global list of cities facing the highest climate change risks in the coming decades, while Indian metropolis Kolkata is ranked seventh, Mumbai eighth and Delhi at 20th.",http://www.thehindubusinessline.com/news/kolkata-ranks-7th-in-global-climate-change-risk-list/article4102495.ece,http://www.thehindubusinessline.com/news/kolkata-ranks-7th-in-global-climate-change-risk-list/article4102495.ece,GS,,S,,,ACDC,IA1,B1,C6,,"Maplecroft, specialising in risk analysis,",,D5,,,T6,,,,,,,,,,,,,,,,
no link,Extra,16,Nov,2012,ET,Reuters,,Dublin,Ryanair expects EU to face legal action over carbon law,"DUBLIN: Ryanair expects the EU to face legal action over its decision to freeze carbon emissions charges for flights from outside the EU, saying it discriminates against short-haul carriers. Reuters.",,:,GPL,BBZ,GP,BZ,,AC,A1,B8,C1,C5,Ryan Air,,D6,,,T8,,,,,,,,Mit,,,,,,,"DUBLIN (Reuters) - Ryanair expects the EU to face legal action over its decision to freeze carbon emissions charges for flights from outside the EU, saying it discriminates against short-haul carriers.
 
 The European Union this week said it would freeze for a year its rule that all airlines must pay for their carbon emissions for flights into and out of EU airports, but flights within the European Union will still have to pay for their carbon emissions.
 
 â€œI think the (lobby group) the European Low Fares Airline Association is certain to bring it to court. Itâ€™s blatant discrimination,â€ù Ryanair Chief Executive Michael Oâ€˜Leary told Reuters in an interview.
 
 â€œIt means short-haul carriers are being taxed for some notional environmental reason whereas the European flag carriers on their long-haul flights are not. Itâ€™s complete discrimination against short-haul carriers and Europeâ€™s consumers,â€ù he said.
 
 A spokesman for the European Low Fares Airline Association declined to comment.
 
 The year-long exemption will apply to flights linking EU airports to countries outside the bloc, a move welcomed by U.S. and Asian officials.",
,,30,Nov,2012,IE,Reporter,Amitabh Sinha,,"Doha a long way from Copenhagen, or is it?","Itâ€™s been FOUR days since the annual conference on climate change started in Doha, Qatar, but it has barely registered a blip on the Indian media radar. Compare it to the 2009 Copenhagen summit when the general belief was that disaster would befall if a comprehensive and global agreement was not arrived at. Despite the presence of over 110 heads of states on its last two days â€” certainly one of the biggest such congregations ever â€” Copenhagen had ended in a big disappointment.The following three years have seen a rapid reduction in both the ambitions of and expectations from international climate negotiations. Almost all the targets considered essential then have been dropped or deferred. It is no surprise then that there is a lack of enthusiasm about the Doha talks, including among the Indian negotiators. The main objective seems to be not what India can gain but what it can avoid losing.",http://webcache.googleusercontent.com/search?q=cache:Gm-UqpZsESAJ:archive.indianexpress.com/news/doha-a-long-way-from-copenhagen-or-is-it-/1038285/+&cd=1&hl=en&ct=clnk&gl=in,http://webcache.googleusercontent.com/search?q=cache,IPL,,IP,,,ACDC,IA2,BCOP,C10,C2,Why doha not a focus for country,,,,,IT8,,,,BP,TECH,,,M&A,,NAPCC,,,COP18,,,
,,30,Nov,2012,MNT,REUTERs,Alister Doyle,Doha,"India, Brazil say rich lack ambition at Doha climate talks","REUTERS, Doha: India and Brazil accused rich nations on Thursday of doing too little to fight climate change at UN talks in Doha and denied that emerging economies were backsliding from pledges to step up action from 2020.The US and the European Union, the top rich emitters, have both said they will not increase planned cuts in emissions by 2020 as part of wider efforts to shift from fossil fuels towards renewable energies.In turn, rich nations want more action by the fast-growing emerging nationsâ€”India is the number three greenhouse gas emitter behind China and the US, while Brazil ranks about 17th.World emissions of carbon dioxide rose about 3% last year, largely because of strong growth in emerging economies despite slowdown in many rich nations. Alister Doyle",http://www.livemint.com/Politics/P4FitPgfpvGXCdNN6q9yOL/India-Brazil-say-rich-lack-ambition-at-Doha-climate-talks.html,http://www.livemint.com/Politics/P4FitPgfpvGXCdNN6q9yOL/India-Brazil-say-rich-lack-ambition-at-Doha-climate-talks.html,GPT,,GP,,,ACDC,A1,BCOP,C2,C1,DOHA disaggrements,,D2,ID2,,IT8,,,,BP,ACM,POL,UNFCCC,Mit,,,,,COP18,,,
